Unnamed: 0,no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,tsv,season,date,time,room,ta,hr,va
12,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,09:00:00,5,22.8,16.4,0.12
13,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,09:30:00,5,23.2,18.3,0.36
0,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,10:00:00,5,23.5,19.1,0.84
1,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,10:30:00,5,23.8,19.7,1.08
2,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,11:00:00,5,24.0,19.8,0.24
3,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,11:30:00,5,24.1,20.1,0.6
4,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,12:00:00,5,24.2,20.1,0.96
5,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,14:30:00,5,23.9,18.1,1.08
6,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,2.0,1,2021/1/16,15:00:00,5,24.5,18.1,1.2
7,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/16,15:30:00,5,25.1,18.7,0.12
8,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/16,16:00:00,5,25.0,19.9,0.72
9,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/16,16:30:00,5,24.9,20.4,1.2
10,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/16,17:00:00,5,24.9,20.4,0.72
11,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.0,1,2021/1/16,17:30:00,5,24.8,20.1,0.6
329,4.0,1.0,24.0,183.0,80.0,23.89,0.96,1.0,1.0,1.0,1.0,1,2021/1/16,09:00:00,5,22.83,16.4,1.08
330,4.0,1.0,24.0,183.0,80.0,23.89,0.96,1.0,1.0,1.0,0.0,1,2021/1/16,09:30:00,5,21.42,18.3,0.48
331,4.0,1.0,24.0,183.0,80.0,23.89,0.96,1.0,1.0,1.0,1.0,1,2021/1/16,10:00:00,5,25.35,19.1,0.84
332,4.0,1.0,24.0,183.0,80.0,23.89,0.96,1.0,1.0,1.0,1.0,1,2021/1/16,10:30:00,5,23.87,19.7,0.12
333,4.0,1.0,24.0,183.0,80.0,23.89,0.96,1.0,1.0,1.0,1.0,1,2021/1/16,11:00:00,5,22.99,19.8,0.72
334,4.0,1.0,24.0,183.0,80.0,23.89,0.96,1.0,1.0,1.0,0.0,1,2021/1/16,11:30:00,5,19.950000000000003,20.1,0.84
335,4.0,1.0,24.0,183.0,80.0,23.89,0.96,1.0,1.0,1.0,1.0,1,2021/1/16,12:00:00,5,25.23,20.1,0.48
